r,g,b,count,percent,hex_rgb
199,46,46,7,0.0018328254,#C72E2E
199,43,43,7,0.0018328254,#C72B2B
199,12,12,7,0.0018328254,#C70C0C
198,183,183,7,0.0018328254,#C6B7B7
198,174,174,7,0.0018328254,#C6AEAE
198,160,160,7,0.0018328254,#C6A0A0
198,158,158,7,0.0018328254,#C69E9E
198,153,153,7,0.0018328254,#C69999
198,147,147,7,0.0018328254,#C69393
198,143,143,7,0.0018328254,#C68F8F
198,141,141,7,0.0018328254,#C68D8D
198,136,136,7,0.0018328254,#C68888
198,115,115,7,0.0018328254,#C67373
198,111,111,7,0.0018328254,#C66F6F
198,98,98,7,0.0018328254,#C66262
198,94,94,7,0.0018328254,#C65E5E
198,80,80,7,0.0018328254,#C65050
198,77,77,7,0.0018328254,#C64D4D
198,60,60,7,0.0018328254,#C63C3C
198,56,56,7,0.0018328254,#C63838
198,52,52,7,0.0018328254,#C63434
198,14,14,7,0.0018328254,#C60E0E
197,181,181,7,0.0018328254,#C5B5B5
197,156,156,7,0.0018328254,#C59C9C
197,146,146,7,0.0018328254,#C59292
197,135,135,7,0.0018328254,#C58787
197,131,131,7,0.0018328254,#C58383
197,112,112,7,0.0018328254,#C57070
197,102,102,7,0.0018328254,#C56666
197,98,98,7,0.0018328254,#C56262
197,85,85,7,0.0018328254,#C55555
197,80,80,7,0.0018328254,#C55050
197,54,54,7,0.0018328254,#C53636
197,38,38,7,0.0018328254,#C52626
197,22,22,7,0.0018328254,#C51616
197,18,18,7,0.0018328254,#C51212
197,13,13,7,0.0018328254,#C50D0D
196,190,190,7,0.0018328254,#C4BEBE
196,174,174,7,0.0018328254,#C4AEAE
196,129,129,7,0.0018328254,#C48181
196,90,90,7,0.0018328254,#C45A5A
196,61,61,7,0.0018328254,#C43D3D
196,50,50,7,0.0018328254,#C43232
196,46,46,7,0.0018328254,#C42E2E
196,31,31,7,0.0018328254,#C41F1F
196,20,20,7,0.0018328254,#C41414
196,15,15,7,0.0018328254,#C40F0F
195,164,164,7,0.0018328254,#C3A4A4
195,153,153,7,0.0018328254,#C39999
195,148,148,7,0.0018328254,#C39494
195,137,137,7,0.0018328254,#C38989
195,122,122,7,0.0018328254,#C37A7A
195,92,92,7,0.0018328254,#C35C5C
195,55,55,7,0.0018328254,#C33737
195,47,47,7,0.0018328254,#C32F2F
195,29,29,7,0.0018328254,#C31D1D
195,25,25,7,0.0018328254,#C31919
195,21,21,7,0.0018328254,#C31515
195,13,13,7,0.0018328254,#C30D0D
195,9,9,7,0.0018328254,#C30909
195,133,133,7,0.0018328254,#C38585
195,81,81,7,0.0018328254,#C35151
195,54,54,7,0.0018328254,#C33636
195,22,22,7,0.0018328254,#C31616
195,14,14,7,0.0018328254,#C30E0E
194,170,170,7,0.0018328254,#C2AAAA
194,158,158,7,0.0018328254,#C29E9E
194,148,148,7,0.0018328254,#C29494
194,142,142,7,0.0018328254,#C28E8E
194,140,140,7,0.0018328254,#C28C8C
194,128,128,7,0.0018328254,#C28080
194,103,103,7,0.0018328254,#C26767
194,88,88,7,0.0018328254,#C25858
194,66,66,7,0.0018328254,#C24242
194,51,51,7,0.0018328254,#C23333
194,43,43,7,0.0018328254,#C22B2B
194,36,36,7,0.0018328254,#C22424
194,173,173,7,0.0018328254,#C2ADAD
194,129,129,7,0.0018328254,#C28181
194,123,123,7,0.0018328254,#C27B7B
194,44,44,7,0.0018328254,#C22C2C
193,185,185,7,0.0018328254,#C1B9B9
193,176,176,7,0.0018328254,#C1B0B0
193,158,158,7,0.0018328254,#C19E9E
193,117,117,7,0.0018328254,#C17575
193,108,108,7,0.0018328254,#C16C6C
193,100,100,7,0.0018328254,#C16464
193,78,78,7,0.0018328254,#C14E4E
193,63,63,7,0.0018328254,#C13F3F
193,43,43,7,0.0018328254,#C12B2B
193,30,30,7,0.0018328254,#C11E1E
193,26,26,7,0.0018328254,#C11A1A
193,15,15,7,0.0018328254,#C10F0F
193,4,4,7,0.0018328254,#C10404
193,181,181,7,0.0018328254,#C1B5B5
193,147,147,7,0.0018328254,#C19393
193,125,125,7,0.0018328254,#C17D7D
193,83,83,7,0.0018328254,#C15353
193,76,76,7,0.0018328254,#C14C4C
193,20,20,7,0.0018328254,#C11414
192,83,83,7,0.0018328254,#C05353
192,61,61,7,0.0018328254,#C03D3D
192,46,46,7,0.0018328254,#C02E2E
192,24,24,7,0.0018328254,#C01818
192,177,177,7,0.0018328254,#C0B1B1
192,146,146,7,0.0018328254,#C09292
192,79,79,7,0.0018328254,#C04F4F
192,41,41,7,0.0018328254,#C02929
192,36,36,7,0.0018328254,#C02424
192,21,21,7,0.0018328254,#C01515
191,170,170,7,0.0018328254,#BFAAAA
191,156,156,7,0.0018328254,#BF9C9C
191,152,152,7,0.0018328254,#BF9898
191,145,145,7,0.0018328254,#BF9191
191,92,92,7,0.0018328254,#BF5C5C
191,84,84,7,0.0018328254,#BF5454
191,74,74,7,0.0018328254,#BF4A4A
191,72,72,7,0.0018328254,#BF4848
191,68,68,7,0.0018328254,#BF4444
191,50,50,7,0.0018328254,#BF3232
191,48,48,7,0.0018328254,#BF3030
191,35,35,7,0.0018328254,#BF2323
190,182,182,7,0.0018328254,#BEB6B6
190,167,167,7,0.0018328254,#BEA7A7
190,163,163,7,0.0018328254,#BEA3A3
190,157,157,7,0.0018328254,#BE9D9D
190,156,156,7,0.0018328254,#BE9C9C
190,152,152,7,0.0018328254,#BE9898
190,146,146,7,0.0018328254,#BE9292
190,126,126,7,0.0018328254,#BE7E7E
190,116,116,7,0.0018328254,#BE7474
190,112,112,7,0.0018328254,#BE7070
190,86,86,7,0.0018328254,#BE5656
190,82,82,7,0.0018328254,#BE5252
190,65,65,7,0.0018328254,#BE4141
190,46,46,7,0.0018328254,#BE2E2E
190,13,13,7,0.0018328254,#BE0D0D
189,136,136,7,0.0018328254,#BD8888
189,132,132,7,0.0018328254,#BD8484
189,113,113,7,0.0018328254,#BD7171
189,65,65,7,0.0018328254,#BD4141
189,40,40,7,0.0018328254,#BD2828
189,29,29,7,0.0018328254,#BD1D1D
188,176,176,7,0.0018328254,#BCB0B0
188,97,97,7,0.0018328254,#BC6161
188,72,72,7,0.0018328254,#BC4848
188,172,172,7,0.0018328254,#BCACAC
188,131,131,7,0.0018328254,#BC8383
188,128,128,7,0.0018328254,#BC8080
188,112,112,7,0.0018328254,#BC7070
188,80,80,7,0.0018328254,#BC5050
188,77,77,7,0.0018328254,#BC4D4D
188,65,65,7,0.0018328254,#BC4141
188,55,55,7,0.0018328254,#BC3737
188,48,48,7,0.0018328254,#BC3030
188,44,44,7,0.0018328254,#BC2C2C
188,37,37,7,0.0018328254,#BC2525
188,19,19,7,0.0018328254,#BC1313
188,8,8,7,0.0018328254,#BC0808
188,174,174,7,0.0018328254,#BCAEAE
188,62,62,7,0.0018328254,#BC3E3E
188,51,51,7,0.0018328254,#BC3333
187,183,183,7,0.0018328254,#BBB7B7
187,182,182,7,0.0018328254,#BBB6B6
187,163,163,7,0.0018328254,#BBA3A3
187,145,145,7,0.0018328254,#BB9191
187,136,136,7,0.0018328254,#BB8888
187,127,127,7,0.0018328254,#BB7F7F
187,124,124,7,0.0018328254,#BB7C7C
187,119,119,7,0.0018328254,#BB7777
187,113,113,7,0.0018328254,#BB7171
187,103,103,7,0.0018328254,#BB6767
187,99,99,7,0.0018328254,#BB6363
187,96,96,7,0.0018328254,#BB6060
187,93,93,7,0.0018328254,#BB5D5D
187,91,91,7,0.0018328254,#BB5B5B
187,57,57,7,0.0018328254,#BB3939
187,141,141,7,0.0018328254,#BB8D8D
187,132,132,7,0.0018328254,#BB8484
187,105,105,7,0.0018328254,#BB6969
187,85,85,7,0.0018328254,#BB5555
187,76,76,7,0.0018328254,#BB4C4C
187,69,69,7,0.0018328254,#BB4545
187,67,67,7,0.0018328254,#BB4343
187,56,56,7,0.0018328254,#BB3838
187,47,47,7,0.0018328254,#BB2F2F
187,42,42,7,0.0018328254,#BB2A2A
187,31,31,7,0.0018328254,#BB1F1F
186,179,179,7,0.0018328254,#BAB3B3
186,175,175,7,0.0018328254,#BAAFAF
186,172,172,7,0.0018328254,#BAACAC
186,156,156,7,0.0018328254,#BA9C9C
186,147,147,7,0.0018328254,#BA9393
186,146,146,7,0.0018328254,#BA9292
186,140,140,7,0.0018328254,#BA8C8C
186,136,136,7,0.0018328254,#BA8888
186,134,134,7,0.0018328254,#BA8686
186,124,124,7,0.0018328254,#BA7C7C
186,115,115,7,0.0018328254,#BA7373
186,114,114,7,0.0018328254,#BA7272
186,108,108,7,0.0018328254,#BA6C6C
186,81,81,7,0.0018328254,#BA5151
186,80,80,7,0.0018328254,#BA5050
186,65,65,7,0.0018328254,#BA4141
186,64,64,7,0.0018328254,#BA4040
186,49,49,7,0.0018328254,#BA3131
186,33,33,7,0.0018328254,#BA2121
185,182,182,7,0.0018328254,#B9B6B6
185,175,175,7,0.0018328254,#B9AFAF
185,170,170,7,0.0018328254,#B9AAAA
185,169,169,7,0.0018328254,#B9A9A9
185,163,163,7,0.0018328254,#B9A3A3
185,155,155,7,0.0018328254,#B99B9B
185,145,145,7,0.0018328254,#B99191
185,139,139,7,0.0018328254,#B98B8B
185,138,138,7,0.0018328254,#B98A8A
185,136,136,7,0.0018328254,#B98888
185,125,125,7,0.0018328254,#B97D7D
185,121,121,7,0.0018328254,#B97979
185,120,120,7,0.0018328254,#B97878
185,115,115,7,0.0018328254,#B97373
185,113,113,7,0.0018328254,#B97171
185,108,108,7,0.0018328254,#B96C6C
185,106,106,7,0.0018328254,#B96A6A
185,99,99,7,0.0018328254,#B96363
185,97,97,7,0.0018328254,#B96161
185,93,93,7,0.0018328254,#B95D5D
185,83,83,7,0.0018328254,#B95353
185,76,76,7,0.0018328254,#B94C4C
185,74,74,7,0.0018328254,#B94A4A
185,67,67,7,0.0018328254,#B94343
185,60,60,7,0.0018328254,#B93C3C
185,58,58,7,0.0018328254,#B93A3A
185,56,56,7,0.0018328254,#B93838
185,51,51,7,0.0018328254,#B93333
185,49,49,7,0.0018328254,#B93131
185,42,42,7,0.0018328254,#B92A2A
185,40,40,7,0.0018328254,#B92828
185,37,37,7,0.0018328254,#B92525
185,26,26,7,0.0018328254,#B91A1A
185,19,19,7,0.0018328254,#B91313
185,16,16,7,0.0018328254,#B91010
185,5,5,7,0.0018328254,#B90505
185,3,3,7,0.0018328254,#B90303
184,174,174,7,0.0018328254,#B8AEAE
184,173,173,7,0.0018328254,#B8ADAD
184,165,165,7,0.0018328254,#B8A5A5
184,135,135,7,0.0018328254,#B88787
184,130,130,7,0.0018328254,#B88282
184,126,126,7,0.0018328254,#B87E7E
184,114,114,7,0.0018328254,#B87272
184,107,107,7,0.0018328254,#B86B6B
184,100,100,7,0.0018328254,#B86464
184,91,91,7,0.0018328254,#B85B5B
184,88,88,7,0.0018328254,#B85858
184,84,84,7,0.0018328254,#B85454
184,82,82,7,0.0018328254,#B85252
184,75,75,7,0.0018328254,#B84B4B
184,72,72,7,0.0018328254,#B84848
184,68,68,7,0.0018328254,#B84444
184,61,61,7,0.0018328254,#B83D3D
184,52,52,7,0.0018328254,#B83434
184,45,45,7,0.0018328254,#B82D2D
184,40,40,7,0.0018328254,#B82828
184,36,36,7,0.0018328254,#B82424
184,31,31,7,0.0018328254,#B81F1F
184,29,29,7,0.0018328254,#B81D1D
184,22,22,7,0.0018328254,#B81616
184,14,14,7,0.0018328254,#B80E0E
184,8,8,7,0.0018328254,#B80808
184,6,6,7,0.0018328254,#B80606
184,78,78,7,0.0018328254,#B84E4E
183,173,173,7,0.0018328254,#B7ADAD
183,158,158,7,0.0018328254,#B79E9E
183,152,152,7,0.0018328254,#B79898
183,151,151,7,0.0018328254,#B79797
183,149,149,7,0.0018328254,#B79595
183,123,123,7,0.0018328254,#B77B7B
183,117,117,7,0.0018328254,#B77575
183,110,110,7,0.0018328254,#B76E6E
183,86,86,7,0.0018328254,#B75656
183,42,42,7,0.0018328254,#B72A2A
183,36,36,7,0.0018328254,#B72424
183,29,29,7,0.0018328254,#B71D1D
183,26,26,7,0.0018328254,#B71A1A
183,14,14,7,0.0018328254,#B70E0E
182,181,181,7,0.0018328254,#B6B5B5
182,175,175,7,0.0018328254,#B6AFAF
182,98,98,7,0.0018328254,#B66262
182,63,63,7,0.0018328254,#B63F3F
182,36,36,7,0.0018328254,#B62424
182,118,118,7,0.0018328254,#B67676
182,111,111,7,0.0018328254,#B66F6F
182,108,108,7,0.0018328254,#B66C6C
182,92,92,7,0.0018328254,#B65C5C
182,81,81,7,0.0018328254,#B65151
182,76,76,7,0.0018328254,#B64C4C
182,39,39,7,0.0018328254,#B62727
182,25,25,7,0.0018328254,#B61919
182,16,16,7,0.0018328254,#B61010
181,180,180,7,0.0018328254,#B5B4B4
181,167,167,7,0.0018328254,#B5A7A7
181,164,164,7,0.0018328254,#B5A4A4
181,155,155,7,0.0018328254,#B59B9B
181,147,147,7,0.0018328254,#B59393
181,129,129,7,0.0018328254,#B58181
181,115,115,7,0.0018328254,#B57373
181,111,111,7,0.0018328254,#B56F6F
181,98,98,7,0.0018328254,#B56262
181,69,69,7,0.0018328254,#B54545
181,32,32,7,0.0018328254,#B52020
180,177,177,7,0.0018328254,#B4B1B1
180,174,174,7,0.0018328254,#B4AEAE
180,169,169,7,0.0018328254,#B4A9A9
180,167,167,7,0.0018328254,#B4A7A7
180,158,158,7,0.0018328254,#B49E9E
180,155,155,7,0.0018328254,#B49B9B
180,149,149,7,0.0018328254,#B49595
180,138,138,7,0.0018328254,#B48A8A
180,129,129,7,0.0018328254,#B48181
180,125,125,7,0.0018328254,#B47D7D
180,117,117,7,0.0018328254,#B47575
180,105,105,7,0.0018328254,#B46969
180,101,101,7,0.0018328254,#B46565
180,98,98,7,0.0018328254,#B46262
180,94,94,7,0.0018328254,#B45E5E
180,91,91,7,0.0018328254,#B45B5B
180,86,86,7,0.0018328254,#B45656
180,74,74,7,0.0018328254,#B44A4A
180,72,72,7,0.0018328254,#B44848
180,67,67,7,0.0018328254,#B44343
180,60,60,7,0.0018328254,#B43C3C
180,58,58,7,0.0018328254,#B43A3A
180,55,55,7,0.0018328254,#B43737
180,53,53,7,0.0018328254,#B43535
180,48,48,7,0.0018328254,#B43030
180,41,41,7,0.0018328254,#B42929
180,36,36,7,0.0018328254,#B42424
180,34,34,7,0.0018328254,#B42222
180,29,29,7,0.0018328254,#B41D1D
180,22,22,7,0.0018328254,#B41616
180,5,5,7,0.0018328254,#B40505
179,169,169,7,0.0018328254,#B3A9A9
179,161,161,7,0.0018328254,#B3A1A1
179,150,150,7,0.0018328254,#B39696
179,133,133,7,0.0018328254,#B38585
179,124,124,7,0.0018328254,#B37C7C
179,121,121,7,0.0018328254,#B37979
179,119,119,7,0.0018328254,#B37777
179,117,117,7,0.0018328254,#B37575
179,105,105,7,0.0018328254,#B36969
179,100,100,7,0.0018328254,#B36464
179,98,98,7,0.0018328254,#B36262
179,93,93,7,0.0018328254,#B35D5D
179,90,90,7,0.0018328254,#B35A5A
179,86,86,7,0.0018328254,#B35656
179,79,79,7,0.0018328254,#B34F4F
179,68,68,7,0.0018328254,#B34444
179,56,56,7,0.0018328254,#B33838
179,52,52,7,0.0018328254,#B33434
179,49,49,7,0.0018328254,#B33131
179,42,42,7,0.0018328254,#B32A2A
179,40,40,7,0.0018328254,#B32828
179,39,39,7,0.0018328254,#B32727
179,37,37,7,0.0018328254,#B32525
179,35,35,7,0.0018328254,#B32323
179,30,30,7,0.0018328254,#B31E1E
179,23,23,7,0.0018328254,#B31717
179,18,18,7,0.0018328254,#B31212
179,11,11,7,0.0018328254,#B30B0B
179,2,2,7,0.0018328254,#B30202
178,169,169,7,0.0018328254,#B2A9A9
178,167,167,7,0.0018328254,#B2A7A7
178,164,164,7,0.0018328254,#B2A4A4
178,153,153,7,0.0018328254,#B29999
178,143,143,7,0.0018328254,#B28F8F
178,133,133,7,0.0018328254,#B28585
178,125,125,7,0.0018328254,#B27D7D
178,121,121,7,0.0018328254,#B27979
178,118,118,7,0.0018328254,#B27676
178,113,113,7,0.0018328254,#B27171
178,106,106,7,0.0018328254,#B26A6A
178,101,101,7,0.0018328254,#B26565
178,96,96,7,0.0018328254,#B26060
178,94,94,7,0.0018328254,#B25E5E
178,73,73,7,0.0018328254,#B24949
178,61,61,7,0.0018328254,#B23D3D
178,59,59,7,0.0018328254,#B23B3B
178,55,55,7,0.0018328254,#B23737
178,48,48,7,0.0018328254,#B23030
178,41,41,7,0.0018328254,#B22929
178,39,39,7,0.0018328254,#B22727
178,37,37,7,0.0018328254,#B22525
178,163,163,7,0.0018328254,#B2A3A3
178,160,160,7,0.0018328254,#B2A0A0
178,95,95,7,0.0018328254,#B25F5F
178,76,76,7,0.0018328254,#B24C4C
178,65,65,7,0.0018328254,#B24141
178,45,45,7,0.0018328254,#B22D2D
178,5,5,7,0.0018328254,#B20505
177,64,64,7,0.0018328254,#B14040
177,4,4,7,0.0018328254,#B10404
177,132,132,7,0.0018328254,#B18484
177,130,130,7,0.0018328254,#B18282
177,127,127,7,0.0018328254,#B17F7F
177,117,117,7,0.0018328254,#B17575
177,108,108,7,0.0018328254,#B16C6C
177,105,105,7,0.0018328254,#B16969
177,86,86,7,0.0018328254,#B15656
177,79,79,7,0.0018328254,#B14F4F
177,67,67,7,0.0018328254,#B14343
177,54,54,7,0.0018328254,#B13636
177,46,46,7,0.0018328254,#B12E2E
177,19,19,7,0.0018328254,#B11313
177,9,9,7,0.0018328254,#B10909
177,7,7,7,0.0018328254,#B10707
177,2,2,7,0.0018328254,#B10202
176,175,175,7,0.0018328254,#B0AFAF
176,163,163,7,0.0018328254,#B0A3A3
176,154,154,7,0.0018328254,#B09A9A
176,143,143,7,0.0018328254,#B08F8F
176,94,94,7,0.0018328254,#B05E5E
176,67,67,7,0.0018328254,#B04343
176,64,64,7,0.0018328254,#B04040
175,172,172,7,0.0018328254,#AFACAC
175,146,146,7,0.0018328254,#AF9292
175,124,124,7,0.0018328254,#AF7C7C
175,104,104,7,0.0018328254,#AF6868
175,96,96,7,0.0018328254,#AF6060
175,90,90,7,0.0018328254,#AF5A5A
175,87,87,7,0.0018328254,#AF5757
175,81,81,7,0.0018328254,#AF5151
175,72,72,7,0.0018328254,#AF4848
175,70,70,7,0.0018328254,#AF4646
175,65,65,7,0.0018328254,#AF4141
175,60,60,7,0.0018328254,#AF3C3C
175,53,53,7,0.0018328254,#AF3535
175,50,50,7,0.0018328254,#AF3232
175,48,48,7,0.0018328254,#AF3030
175,45,45,7,0.0018328254,#AF2D2D
175,43,43,7,0.0018328254,#AF2B2B
175,35,35,7,0.0018328254,#AF2323
175,33,33,7,0.0018328254,#AF2121
175,28,28,7,0.0018328254,#AF1C1C
175,16,16,7,0.0018328254,#AF1010
175,14,14,7,0.0018328254,#AF0E0E
175,13,13,7,0.0018328254,#AF0D0D
174,161,161,7,0.0018328254,#AEA1A1
174,139,139,7,0.0018328254,#AE8B8B
174,135,135,7,0.0018328254,#AE8787
174,56,56,7,0.0018328254,#AE3838
174,55,55,7,0.0018328254,#AE3737
174,42,42,7,0.0018328254,#AE2A2A
174,41,41,7,0.0018328254,#AE2929
174,40,40,7,0.0018328254,#AE2828
174,27,27,7,0.0018328254,#AE1B1B
174,26,26,7,0.0018328254,#AE1A1A
174,25,25,7,0.0018328254,#AE1919
174,15,15,7,0.0018328254,#AE0F0F
174,12,12,7,0.0018328254,#AE0C0C
174,9,9,7,0.0018328254,#AE0909
173,168,168,7,0.0018328254,#ADA8A8
173,163,163,7,0.0018328254,#ADA3A3
173,150,150,7,0.0018328254,#AD9696
173,148,148,7,0.0018328254,#AD9494
173,143,143,7,0.0018328254,#AD8F8F
173,141,141,7,0.0018328254,#AD8D8D
173,126,126,7,0.0018328254,#AD7E7E
173,120,120,7,0.0018328254,#AD7878
173,118,118,7,0.0018328254,#AD7676
173,103,103,7,0.0018328254,#AD6767
173,95,95,7,0.0018328254,#AD5F5F
173,73,73,7,0.0018328254,#AD4949
173,66,66,7,0.0018328254,#AD4242
173,59,59,7,0.0018328254,#AD3B3B
173,58,58,7,0.0018328254,#AD3A3A
173,54,54,7,0.0018328254,#AD3636
173,51,51,7,0.0018328254,#AD3333
173,50,50,7,0.0018328254,#AD3232
173,44,44,7,0.0018328254,#AD2C2C
173,41,41,7,0.0018328254,#AD2929
173,39,39,7,0.0018328254,#AD2727
173,33,33,7,0.0018328254,#AD2121
173,29,29,7,0.0018328254,#AD1D1D
173,26,26,7,0.0018328254,#AD1A1A
173,24,24,7,0.0018328254,#AD1818
173,19,19,7,0.0018328254,#AD1313
173,11,11,7,0.0018328254,#AD0B0B
173,4,4,7,0.0018328254,#AD0404
173,124,124,7,0.0018328254,#AD7C7C
173,107,107,7,0.0018328254,#AD6B6B
173,104,104,7,0.0018328254,#AD6868
173,74,74,7,0.0018328254,#AD4A4A
172,162,162,7,0.0018328254,#ACA2A2
172,136,136,7,0.0018328254,#AC8888
172,132,132,7,0.0018328254,#AC8484
172,107,107,7,0.0018328254,#AC6B6B
172,37,37,7,0.0018328254,#AC2525
172,23,23,7,0.0018328254,#AC1717
172,8,8,7,0.0018328254,#AC0808
172,4,4,7,0.0018328254,#AC0404
171,170,170,7,0.0018328254,#ABAAAA
171,161,161,7,0.0018328254,#ABA1A1
171,158,158,7,0.0018328254,#AB9E9E
171,153,153,7,0.0018328254,#AB9999
171,150,150,7,0.0018328254,#AB9696
171,139,139,7,0.0018328254,#AB8B8B
170,156,156,7,0.0018328254,#AA9C9C
170,148,148,7,0.0018328254,#AA9494
170,112,112,7,0.0018328254,#AA7070
170,48,48,7,0.0018328254,#AA3030
170,26,26,7,0.0018328254,#AA1A1A
170,8,8,7,0.0018328254,#AA0808
170,4,4,7,0.0018328254,#AA0404
169,89,89,7,0.0018328254,#A95959
169,80,80,7,0.0018328254,#A95050
169,71,71,7,0.0018328254,#A94747
169,63,63,7,0.0018328254,#A93F3F
169,57,57,7,0.0018328254,#A93939
169,49,49,7,0.0018328254,#A93131
169,41,41,7,0.0018328254,#A92929
169,39,39,7,0.0018328254,#A92727
169,31,31,7,0.0018328254,#A91F1F
169,23,23,7,0.0018328254,#A91717
169,13,13,7,0.0018328254,#A90D0D
169,12,12,7,0.0018328254,#A90C0C
169,3,3,7,0.0018328254,#A90303
169,2,2,7,0.0018328254,#A90202
168,162,162,7,0.0018328254,#A8A2A2
168,161,161,7,0.0018328254,#A8A1A1
168,151,151,7,0.0018328254,#A89797
168,143,143,7,0.0018328254,#A88F8F
168,142,142,7,0.0018328254,#A88E8E
168,140,140,7,0.0018328254,#A88C8C
168,136,136,7,0.0018328254,#A88888
168,127,127,7,0.0018328254,#A87F7F
168,120,120,7,0.0018328254,#A87878
168,112,112,7,0.0018328254,#A87070
168,100,100,7,0.0018328254,#A86464
168,26,26,7,0.0018328254,#A81A1A
168,25,25,7,0.0018328254,#A81919
167,156,156,7,0.0018328254,#A79C9C
167,146,146,7,0.0018328254,#A79292
167,132,132,7,0.0018328254,#A78484
167,125,125,7,0.0018328254,#A77D7D
167,121,121,7,0.0018328254,#A77979
167,114,114,7,0.0018328254,#A77272
167,113,113,7,0.0018328254,#A77171
167,105,105,7,0.0018328254,#A76969
167,96,96,7,0.0018328254,#A76060
167,93,93,7,0.0018328254,#A75D5D
167,92,92,7,0.0018328254,#A75C5C
167,73,73,7,0.0018328254,#A74949
167,67,67,7,0.0018328254,#A74343
167,63,63,7,0.0018328254,#A73F3F
167,61,61,7,0.0018328254,#A73D3D
167,60,60,7,0.0018328254,#A73C3C
167,48,48,7,0.0018328254,#A73030
167,47,47,7,0.0018328254,#A72F2F
167,44,44,7,0.0018328254,#A72C2C
167,31,31,7,0.0018328254,#A71F1F
167,29,29,7,0.0018328254,#A71D1D
167,28,28,7,0.0018328254,#A71C1C
167,22,22,7,0.0018328254,#A71616
167,21,21,7,0.0018328254,#A71515
167,18,18,7,0.0018328254,#A71212
167,15,15,7,0.0018328254,#A70F0F
167,12,12,7,0.0018328254,#A70C0C
167,154,154,7,0.0018328254,#A79A9A
166,151,151,7,0.0018328254,#A69797
166,139,139,7,0.0018328254,#A68B8B
166,128,128,7,0.0018328254,#A68080
166,109,109,7,0.0018328254,#A66D6D
164,163,163,7,0.0018328254,#A4A3A3
165,162,162,7,0.0018328254,#A5A2A2
165,137,137,7,0.0018328254,#A58989
165,53,53,7,0.0018328254,#A53535
165,22,22,7,0.0018328254,#A51616
165,11,11,7,0.0018328254,#A50B0B
164,155,155,7,0.0018328254,#A49B9B
164,151,151,7,0.0018328254,#A49797
164,108,108,7,0.0018328254,#A46C6C
164,107,107,7,0.0018328254,#A46B6B
164,102,102,7,0.0018328254,#A46666
164,99,99,7,0.0018328254,#A46363
164,96,96,7,0.0018328254,#A46060
164,84,84,7,0.0018328254,#A45454
164,80,80,7,0.0018328254,#A45050
164,73,73,7,0.0018328254,#A44949
164,69,69,7,0.0018328254,#A44545
164,58,58,7,0.0018328254,#A43A3A
164,51,51,7,0.0018328254,#A43333
164,49,49,7,0.0018328254,#A43131
164,36,36,7,0.0018328254,#A42424
164,34,34,7,0.0018328254,#A42222
164,30,30,7,0.0018328254,#A41E1E
164,18,18,7,0.0018328254,#A41212
164,17,17,7,0.0018328254,#A41111
164,7,7,7,0.0018328254,#A40707
164,4,4,7,0.0018328254,#A40404
164,3,3,7,0.0018328254,#A40303
163,154,154,7,0.0018328254,#A39A9A
163,152,152,7,0.0018328254,#A39898
163,149,149,7,0.0018328254,#A39595
163,143,143,7,0.0018328254,#A38F8F
163,136,136,7,0.0018328254,#A38888
163,127,127,7,0.0018328254,#A37F7F
163,124,124,7,0.0018328254,#A37C7C
163,113,113,7,0.0018328254,#A37171
163,91,91,7,0.0018328254,#A35B5B
163,49,49,7,0.0018328254,#A33131
163,41,41,7,0.0018328254,#A32929
163,38,38,7,0.0018328254,#A32626
163,27,27,7,0.0018328254,#A31B1B
163,25,25,7,0.0018328254,#A31919
163,22,22,7,0.0018328254,#A31616
163,19,19,7,0.0018328254,#A31313
163,16,16,7,0.0018328254,#A31010
163,11,11,7,0.0018328254,#A30B0B
163,2,2,7,0.0018328254,#A30202
163,132,132,7,0.0018328254,#A38484
163,42,42,7,0.0018328254,#A32A2A
162,138,138,7,0.0018328254,#A28A8A
162,127,127,7,0.0018328254,#A27F7F
162,118,118,7,0.0018328254,#A27676
162,108,108,7,0.0018328254,#A26C6C
162,77,77,7,0.0018328254,#A24D4D
162,8,8,7,0.0018328254,#A20808
162,158,158,7,0.0018328254,#A29E9E
162,135,135,7,0.0018328254,#A28787
162,87,87,7,0.0018328254,#A25757
162,73,73,7,0.0018328254,#A24949
162,62,62,7,0.0018328254,#A23E3E
162,56,56,7,0.0018328254,#A23838
162,48,48,7,0.0018328254,#A23030
162,42,42,7,0.0018328254,#A22A2A
162,37,37,7,0.0018328254,#A22525
162,31,31,7,0.0018328254,#A21F1F
161,152,152,7,0.0018328254,#A19898
161,153,153,7,0.0018328254,#A19999
161,137,137,7,0.0018328254,#A18989
161,119,119,7,0.0018328254,#A17777
161,116,116,7,0.0018328254,#A17474
161,80,80,7,0.0018328254,#A15050
161,66,66,7,0.0018328254,#A14242
161,49,49,7,0.0018328254,#A13131
161,18,18,7,0.0018328254,#A11212
161,16,16,7,0.0018328254,#A11010
161,13,13,7,0.0018328254,#A10D0D
161,12,12,7,0.0018328254,#A10C0C
161,7,7,7,0.0018328254,#A10707
161,4,4,7,0.0018328254,#A10404
160,150,150,7,0.0018328254,#A09696
160,34,34,7,0.0018328254,#A02222
160,24,24,7,0.0018328254,#A01818
160,10,10,7,0.0018328254,#A00A0A
160,7,7,7,0.0018328254,#A00707
161,5,5,7,0.0018328254,#A10505
160,4,4,7,0.0018328254,#A00404
