r,g,b,count,percent,hex_rgb
6,5,5,615,0.1610268011,#060505
0,0,0,604,0.1581466470,#000000
3,1,1,527,0.1379855678,#030101
3,2,2,509,0.1332725883,#030202
6,4,4,330,0.0864046250,#060404
2,1,1,330,0.0864046250,#020101
4,1,1,318,0.0832626386,#040101
4,3,3,306,0.0801206523,#040303
4,2,2,302,0.0790733235,#040202
3,3,3,293,0.0767168337,#030303
7,6,6,288,0.0754076727,#070606
7,3,3,288,0.0754076727,#070303
6,1,1,285,0.0746221761,#060101
7,5,5,282,0.0738366795,#070505
255,255,255,279,0.0730511830,#FFFFFF
6,2,2,278,0.0727893508,#060202
6,3,3,275,0.0720038542,#060303
5,4,4,274,0.0717420220,#050404
7,4,4,272,0.0712183576,#070404
7,2,2,271,0.0709565254,#070202
5,3,3,271,0.0709565254,#050303
7,1,1,270,0.0706946932,#070101
5,2,2,270,0.0706946932,#050202
5,1,1,262,0.0686000356,#050101
6,6,6,239,0.0625778951,#060606
8,2,2,225,0.0589122443,#080202
8,6,6,224,0.0586504121,#080606
8,7,7,216,0.0565557545,#080707
8,4,4,215,0.0562939224,#080404
8,3,3,215,0.0562939224,#080303
8,5,5,207,0.0541992648,#080505
8,1,1,206,0.0539374326,#080101
3,0,0,190,0.0497481174,#030000
4,4,4,170,0.0445114735,#040404
2,2,2,168,0.0439878091,#020202
9,3,3,163,0.0426786481,#090303
10,9,9,162,0.0424168159,#0A0909
10,3,3,162,0.0424168159,#0A0303
10,7,7,161,0.0421549837,#0A0707
10,5,5,161,0.0421549837,#0A0505
10,8,8,160,0.0418931515,#0A0808
9,1,1,160,0.0418931515,#090101
9,6,6,156,0.0408458227,#090606
10,2,2,155,0.0405839905,#0A0202
9,7,7,155,0.0405839905,#090707
10,4,4,153,0.0400603261,#0A0404
10,1,1,153,0.0400603261,#0A0101
9,5,5,153,0.0400603261,#090505
9,4,4,153,0.0400603261,#090404
9,8,8,152,0.0397984939,#090808
10,6,6,151,0.0395366617,#0A0606
9,2,2,151,0.0395366617,#090202
13,3,3,141,0.0369183398,#0D0303
13,6,6,140,0.0366565076,#0D0606
13,2,2,140,0.0366565076,#0D0202
12,3,3,139,0.0363946754,#0C0303
13,9,9,136,0.0356091788,#0D0909
12,8,8,136,0.0356091788,#0C0808
13,12,12,135,0.0353473466,#0D0C0C
13,10,10,135,0.0353473466,#0D0A0A
12,6,6,135,0.0353473466,#0C0606
12,5,5,135,0.0353473466,#0C0505
13,4,4,134,0.0350855144,#0D0404
12,9,9,134,0.0350855144,#0C0909
12,7,7,134,0.0350855144,#0C0707
12,1,1,134,0.0350855144,#0C0101
4,0,0,134,0.0350855144,#040000
13,11,11,132,0.0345618500,#0D0B0B
13,7,7,132,0.0345618500,#0D0707
13,5,5,132,0.0345618500,#0D0505
12,4,4,130,0.0340381856,#0C0404
12,11,11,129,0.0337763534,#0C0B0B
12,10,10,129,0.0337763534,#0C0A0A
12,2,2,129,0.0337763534,#0C0202
13,8,8,125,0.0327290246,#0D0808
13,1,1,123,0.0322053602,#0D0101
14,3,3,121,0.0316816958,#0E0303
11,4,4,120,0.0314198636,#0B0404
14,13,13,119,0.0311580314,#0E0D0D
14,11,11,119,0.0311580314,#0E0B0B
14,9,9,119,0.0311580314,#0E0909
14,6,6,119,0.0311580314,#0E0606
15,8,8,118,0.0308961992,#0F0808
11,3,3,118,0.0308961992,#0B0303
11,1,1,118,0.0308961992,#0B0101
18,7,7,117,0.0306343670,#120707
15,14,14,117,0.0306343670,#0F0E0E
11,6,6,117,0.0306343670,#0B0606
11,5,5,117,0.0306343670,#0B0505
18,12,12,116,0.0303725348,#120C0C
15,12,12,116,0.0303725348,#0F0C0C
11,9,9,116,0.0303725348,#0B0909
11,7,7,116,0.0303725348,#0B0707
11,2,2,116,0.0303725348,#0B0202
6,0,0,116,0.0303725348,#060000
11,8,8,115,0.0301107027,#0B0808
15,6,6,114,0.0298488705,#0F0606
15,5,5,114,0.0298488705,#0F0505
15,2,2,112,0.0293252061,#0F0202
18,14,14,111,0.0290633739,#120E0E
18,4,4,111,0.0290633739,#120404
15,11,11,111,0.0290633739,#0F0B0B
14,5,5,111,0.0290633739,#0E0505
11,10,10,111,0.0290633739,#0B0A0A
18,16,16,110,0.0288015417,#121010
15,9,9,110,0.0288015417,#0F0909
15,4,4,110,0.0288015417,#0F0404
14,8,8,110,0.0288015417,#0E0808
14,2,2,110,0.0288015417,#0E0202
14,12,12,109,0.0285397095,#0E0C0C
19,13,13,108,0.0282778773,#130D0D
18,9,9,108,0.0282778773,#120909
18,3,3,108,0.0282778773,#120303
18,2,2,108,0.0282778773,#120202
15,3,3,108,0.0282778773,#0F0303
2,0,0,108,0.0282778773,#020000
19,17,17,107,0.0280160451,#131111
19,15,15,107,0.0280160451,#130F0F
18,1,1,107,0.0280160451,#120101
19,6,6,106,0.0277542129,#130606
18,10,10,106,0.0277542129,#120A0A
14,4,4,105,0.0274923807,#0E0404
19,18,18,104,0.0272305485,#131212
19,2,2,104,0.0272305485,#130202
15,13,13,104,0.0272305485,#0F0D0D
14,10,10,104,0.0272305485,#0E0A0A
18,17,17,103,0.0269687163,#121111
18,15,15,103,0.0269687163,#120F0F
15,10,10,103,0.0269687163,#0F0A0A
14,7,7,103,0.0269687163,#0E0707
8,8,8,103,0.0269687163,#080808
14,1,1,102,0.0267068841,#0E0101
19,11,11,100,0.0261832197,#130B0B
18,13,13,100,0.0261832197,#120D0D
19,14,14,99,0.0259213875,#130E0E
19,10,10,99,0.0259213875,#130A0A
19,9,9,99,0.0259213875,#130909
19,7,7,99,0.0259213875,#130707
18,11,11,99,0.0259213875,#120B0B
18,8,8,99,0.0259213875,#120808
18,5,5,99,0.0259213875,#120505
19,5,5,98,0.0256595553,#130505
15,1,1,97,0.0253977231,#0F0101
19,4,4,96,0.0251358909,#130404
19,3,3,96,0.0251358909,#130303
15,7,7,96,0.0251358909,#0F0707
19,1,1,93,0.0243503943,#130101
9,9,9,92,0.0240885621,#090909
7,7,7,92,0.0240885621,#070707
24,13,13,90,0.0235648977,#180D0D
19,12,12,90,0.0235648977,#130C0C
19,8,8,90,0.0235648977,#130808
18,6,6,90,0.0235648977,#120606
24,18,18,88,0.0230412333,#181212
5,5,5,87,0.0227794011,#050505
17,13,13,86,0.0225175689,#110D0D
17,10,10,86,0.0225175689,#110A0A
16,6,6,86,0.0225175689,#100606
8,0,0,86,0.0225175689,#080000
24,1,1,85,0.0222557367,#180101
7,0,0,85,0.0222557367,#070000
20,18,18,84,0.0219939045,#141212
20,6,6,84,0.0219939045,#140606
19,16,16,84,0.0219939045,#131010
17,4,4,84,0.0219939045,#110404
16,13,13,84,0.0219939045,#100D0D
16,8,8,84,0.0219939045,#100808
24,4,4,83,0.0217320723,#180404
20,12,12,83,0.0217320723,#140C0C
17,11,11,83,0.0217320723,#110B0B
16,2,2,83,0.0217320723,#100202
24,16,16,82,0.0214702402,#181010
24,7,7,82,0.0214702402,#180707
20,13,13,82,0.0214702402,#140D0D
20,8,8,82,0.0214702402,#140808
20,5,5,82,0.0214702402,#140505
17,9,9,82,0.0214702402,#110909
17,3,3,82,0.0214702402,#110303
17,2,2,82,0.0214702402,#110202
16,10,10,82,0.0214702402,#100A0A
24,19,19,81,0.0212084080,#181313
24,10,10,81,0.0212084080,#180A0A
23,10,10,81,0.0212084080,#170A0A
20,15,15,81,0.0212084080,#140F0F
24,21,21,80,0.0209465758,#181515
24,12,12,80,0.0209465758,#180C0C
24,8,8,80,0.0209465758,#180808
17,14,14,80,0.0209465758,#110E0E
16,9,9,80,0.0209465758,#100909
32,9,9,79,0.0206847436,#200909
17,6,6,79,0.0206847436,#110606
16,12,12,79,0.0206847436,#100C0C
16,3,3,79,0.0206847436,#100303
24,6,6,78,0.0204229114,#180606
23,4,4,78,0.0204229114,#170404
17,16,16,78,0.0204229114,#111010
17,7,7,78,0.0204229114,#110707
17,5,5,78,0.0204229114,#110505
16,15,15,78,0.0204229114,#100F0F
16,5,5,78,0.0204229114,#100505
23,17,17,77,0.0201610792,#171111
20,16,16,77,0.0201610792,#141010
20,3,3,76,0.0198992470,#140303
16,4,4,76,0.0198992470,#100404
29,4,4,75,0.0196374148,#1D0404
23,13,13,75,0.0196374148,#170D0D
23,7,7,75,0.0196374148,#170707
23,6,6,75,0.0196374148,#170606
20,17,17,75,0.0196374148,#141111
20,11,11,75,0.0196374148,#140B0B
20,10,10,75,0.0196374148,#140A0A
20,9,9,75,0.0196374148,#140909
20,4,4,75,0.0196374148,#140404
20,2,2,75,0.0196374148,#140202
20,1,1,75,0.0196374148,#140101
17,15,15,75,0.0196374148,#110F0F
17,8,8,75,0.0196374148,#110808
17,1,1,75,0.0196374148,#110101
24,22,22,74,0.0193755826,#181616
24,20,20,74,0.0193755826,#181414
24,3,3,74,0.0193755826,#180303
10,10,10,74,0.0193755826,#0A0A0A
5,0,0,74,0.0193755826,#050000
32,18,18,73,0.0191137504,#201212
24,15,15,73,0.0191137504,#180F0F
24,11,11,73,0.0191137504,#180B0B
24,5,5,73,0.0191137504,#180505
24,2,2,73,0.0191137504,#180202
23,20,20,73,0.0191137504,#171414
32,12,12,72,0.0188519182,#200C0C
29,28,28,72,0.0188519182,#1D1C1C
29,20,20,72,0.0188519182,#1D1414
29,18,18,72,0.0188519182,#1D1212
29,13,13,72,0.0188519182,#1D0D0D
29,12,12,72,0.0188519182,#1D0C0C
29,8,8,72,0.0188519182,#1D0808
24,23,23,72,0.0188519182,#181717
24,17,17,72,0.0188519182,#181111
24,14,14,72,0.0188519182,#180E0E
24,9,9,72,0.0188519182,#180909
16,14,14,72,0.0188519182,#100E0E
16,1,1,72,0.0188519182,#100101
32,14,14,71,0.0185900860,#200E0E
29,23,23,71,0.0185900860,#1D1717
32,29,29,70,0.0183282538,#201D1D
32,24,24,70,0.0183282538,#201818
32,3,3,70,0.0183282538,#200303
29,2,2,70,0.0183282538,#1D0202
17,12,12,70,0.0183282538,#110C0C
16,11,11,70,0.0183282538,#100B0B
29,7,7,69,0.0180664216,#1D0707
25,22,22,69,0.0180664216,#191616
20,19,19,69,0.0180664216,#141313
20,14,14,69,0.0180664216,#140E0E
16,7,7,69,0.0180664216,#100707
32,27,27,68,0.0178045894,#201B1B
32,15,15,68,0.0178045894,#200F0F
25,15,15,68,0.0178045894,#190F0F
25,8,8,68,0.0178045894,#190808
25,5,5,68,0.0178045894,#190505
23,2,2,68,0.0178045894,#170202
20,7,7,68,0.0178045894,#140707
32,30,30,67,0.0175427572,#201E1E
32,21,21,67,0.0175427572,#201515
32,6,6,67,0.0175427572,#200606
29,26,26,67,0.0175427572,#1D1A1A
28,19,19,67,0.0175427572,#1C1313
25,16,16,67,0.0175427572,#191010
25,7,7,67,0.0175427572,#190707
23,19,19,67,0.0175427572,#171313
23,12,12,67,0.0175427572,#170C0C
23,9,9,67,0.0175427572,#170909
32,4,4,66,0.0172809250,#200404
32,2,2,66,0.0172809250,#200202
29,27,27,66,0.0172809250,#1D1B1B
25,23,23,66,0.0172809250,#191717
23,18,18,66,0.0172809250,#171212
23,15,15,66,0.0172809250,#170F0F
23,14,14,66,0.0172809250,#170E0E
23,3,3,66,0.0172809250,#170303
32,23,23,65,0.0170190928,#201717
32,22,22,65,0.0170190928,#201616
29,24,24,65,0.0170190928,#1D1818
29,10,10,65,0.0170190928,#1D0A0A
23,21,21,65,0.0170190928,#171515
21,19,19,65,0.0170190928,#151313
32,26,26,64,0.0167572606,#201A1A
32,17,17,64,0.0167572606,#201111
32,7,7,64,0.0167572606,#200707
29,16,16,64,0.0167572606,#1D1010
35,18,18,63,0.0164954284,#231212
35,12,12,63,0.0164954284,#230C0C
29,25,25,63,0.0164954284,#1D1919
29,22,22,63,0.0164954284,#1D1616
29,21,21,63,0.0164954284,#1D1515
29,15,15,63,0.0164954284,#1D0F0F
29,14,14,63,0.0164954284,#1D0E0E
29,6,6,63,0.0164954284,#1D0606
25,4,4,63,0.0164954284,#190404
22,4,4,63,0.0164954284,#160404
21,4,4,63,0.0164954284,#150404
32,19,19,62,0.0162335962,#201313
30,4,4,62,0.0162335962,#1E0404
29,17,17,62,0.0162335962,#1D1111
29,3,3,62,0.0162335962,#1D0303
25,20,20,62,0.0162335962,#191414
25,1,1,62,0.0162335962,#190101
23,11,11,62,0.0162335962,#170B0B
23,1,1,62,0.0162335962,#170101
21,13,13,62,0.0162335962,#150D0D
21,8,8,62,0.0162335962,#150808
32,20,20,61,0.0159717640,#201414
32,16,16,61,0.0159717640,#201010
32,10,10,61,0.0159717640,#200A0A
29,11,11,61,0.0159717640,#1D0B0B
28,24,24,61,0.0159717640,#1C1818
25,6,6,61,0.0159717640,#190606
23,16,16,61,0.0159717640,#171010
21,16,16,61,0.0159717640,#151010
21,5,5,61,0.0159717640,#150505
32,28,28,60,0.0157099318,#201C1C
32,11,11,60,0.0157099318,#200B0B
32,5,5,60,0.0157099318,#200505
32,1,1,60,0.0157099318,#200101
30,27,27,60,0.0157099318,#1E1B1B
30,16,16,60,0.0157099318,#1E1010
30,12,12,60,0.0157099318,#1E0C0C
30,8,8,60,0.0157099318,#1E0808
30,6,6,60,0.0157099318,#1E0606
28,23,23,60,0.0157099318,#1C1717
28,22,22,60,0.0157099318,#1C1616
28,17,17,60,0.0157099318,#1C1111
28,14,14,60,0.0157099318,#1C0E0E
28,13,13,60,0.0157099318,#1C0D0D
28,10,10,60,0.0157099318,#1C0A0A
28,7,7,60,0.0157099318,#1C0707
28,6,6,60,0.0157099318,#1C0606
28,5,5,60,0.0157099318,#1C0505
28,2,2,60,0.0157099318,#1C0202
25,21,21,60,0.0157099318,#191515
25,19,19,60,0.0157099318,#191313
25,18,18,60,0.0157099318,#191212
25,17,17,60,0.0157099318,#191111
25,14,14,60,0.0157099318,#190E0E
25,13,13,60,0.0157099318,#190D0D
25,12,12,60,0.0157099318,#190C0C
25,11,11,60,0.0157099318,#190B0B
25,10,10,60,0.0157099318,#190A0A
25,9,9,60,0.0157099318,#190909
25,3,3,60,0.0157099318,#190303
25,2,2,60,0.0157099318,#190202
23,22,22,60,0.0157099318,#171616
23,8,8,60,0.0157099318,#170808
23,5,5,60,0.0157099318,#170505
22,19,19,60,0.0157099318,#161313
22,13,13,60,0.0157099318,#160D0D
22,7,7,60,0.0157099318,#160707
21,15,15,60,0.0157099318,#150F0F
21,11,11,60,0.0157099318,#150B0B
21,9,9,60,0.0157099318,#150909
21,2,2,60,0.0157099318,#150202
21,1,1,60,0.0157099318,#150101
37,27,27,59,0.0154480996,#251B1B
32,31,31,59,0.0154480996,#201F1F
32,25,25,59,0.0154480996,#201919
22,18,18,59,0.0154480996,#161212
22,16,16,59,0.0154480996,#161010
22,9,9,59,0.0154480996,#160909
22,6,6,59,0.0154480996,#160606
21,17,17,59,0.0154480996,#151111
21,10,10,59,0.0154480996,#150A0A
21,3,3,59,0.0154480996,#150303
30,25,25,58,0.0151862674,#1E1919
30,23,23,58,0.0151862674,#1E1717
28,15,15,58,0.0151862674,#1C0F0F
28,3,3,58,0.0151862674,#1C0303
22,21,21,58,0.0151862674,#161515
22,20,20,58,0.0151862674,#161414
22,17,17,58,0.0151862674,#161111
22,14,14,58,0.0151862674,#160E0E
22,12,12,58,0.0151862674,#160C0C
21,7,7,58,0.0151862674,#150707
32,13,13,57,0.0149244352,#200D0D
29,5,5,57,0.0149244352,#1D0505
28,26,26,57,0.0149244352,#1C1A1A
26,8,8,57,0.0149244352,#1A0808
25,24,24,57,0.0149244352,#191818
22,11,11,57,0.0149244352,#160B0B
22,8,8,57,0.0149244352,#160808
22,2,2,57,0.0149244352,#160202
21,20,20,57,0.0149244352,#151414
21,14,14,57,0.0149244352,#150E0E
37,13,13,56,0.0146626030,#250D0D
32,8,8,56,0.0146626030,#200808
28,27,27,56,0.0146626030,#1C1B1B
28,4,4,56,0.0146626030,#1C0404
27,20,20,56,0.0146626030,#1B1414
20,20,20,56,0.0146626030,#141414
40,28,28,55,0.0144007708,#281C1C
37,31,31,55,0.0144007708,#251F1F
37,11,11,55,0.0144007708,#250B0B
34,32,32,55,0.0144007708,#222020
30,29,29,55,0.0144007708,#1E1D1D
29,19,19,55,0.0144007708,#1D1313
29,1,1,55,0.0144007708,#1D0101
22,5,5,55,0.0144007708,#160505
45,22,22,54,0.0141389386,#2D1616
45,6,6,54,0.0141389386,#2D0606
40,35,35,54,0.0141389386,#282323
40,25,25,54,0.0141389386,#281919
40,22,22,54,0.0141389386,#281616
40,18,18,54,0.0141389386,#281212
40,17,17,54,0.0141389386,#281111
40,15,15,54,0.0141389386,#280F0F
40,13,13,54,0.0141389386,#280D0D
40,12,12,54,0.0141389386,#280C0C
40,10,10,54,0.0141389386,#280A0A
40,5,5,54,0.0141389386,#280505
37,16,16,54,0.0141389386,#251010
37,4,4,54,0.0141389386,#250404
30,11,11,54,0.0141389386,#1E0B0B
30,1,1,54,0.0141389386,#1E0101
29,9,9,54,0.0141389386,#1D0909
28,16,16,54,0.0141389386,#1C1010
28,9,9,54,0.0141389386,#1C0909
22,1,1,54,0.0141389386,#160101
21,6,6,54,0.0141389386,#150606
45,41,41,53,0.0138771064,#2D2929
45,28,28,53,0.0138771064,#2D1C1C
45,16,16,53,0.0138771064,#2D1010
40,8,8,53,0.0138771064,#280808
37,20,20,53,0.0138771064,#251414
34,27,27,53,0.0138771064,#221B1B
34,23,23,53,0.0138771064,#221717
34,21,21,53,0.0138771064,#221515
34,19,19,53,0.0138771064,#221313
34,12,12,53,0.0138771064,#220C0C
34,3,3,53,0.0138771064,#220303
30,20,20,53,0.0138771064,#1E1414
30,18,18,53,0.0138771064,#1E1212
30,14,14,53,0.0138771064,#1E0E0E
28,21,21,53,0.0138771064,#1C1515
28,12,12,53,0.0138771064,#1C0C0C
27,6,6,53,0.0138771064,#1B0606
26,24,24,53,0.0138771064,#1A1818
22,10,10,53,0.0138771064,#160A0A
21,18,18,53,0.0138771064,#151212
14,14,14,53,0.0138771064,#0E0E0E
45,25,25,52,0.0136152742,#2D1919
45,9,9,52,0.0136152742,#2D0909
40,33,33,52,0.0136152742,#282121
40,23,23,52,0.0136152742,#281717
40,2,2,52,0.0136152742,#280202
37,34,34,52,0.0136152742,#252222
37,9,9,52,0.0136152742,#250909
37,7,7,52,0.0136152742,#250707
35,34,34,52,0.0136152742,#232222
34,14,14,52,0.0136152742,#220E0E
34,1,1,52,0.0136152742,#220101
30,21,21,52,0.0136152742,#1E1515
30,19,19,52,0.0136152742,#1E1313
30,15,15,52,0.0136152742,#1E0F0F
28,20,20,52,0.0136152742,#1C1414
28,11,11,52,0.0136152742,#1C0B0B
22,3,3,52,0.0136152742,#160303
21,12,12,52,0.0136152742,#150C0C
45,35,35,51,0.0133534420,#2D2323
40,38,38,51,0.0133534420,#282626
40,36,36,51,0.0133534420,#282424
37,32,32,51,0.0133534420,#252020
37,22,22,51,0.0133534420,#251616
30,10,10,51,0.0133534420,#1E0A0A
30,2,2,51,0.0133534420,#1E0202
28,8,8,51,0.0133534420,#1C0808
26,19,19,51,0.0133534420,#1A1313
26,16,16,51,0.0133534420,#1A1010
15,15,15,51,0.0133534420,#0F0F0F
9,0,0,51,0.0133534420,#090000
41,29,29,50,0.0130916098,#291D1D
41,10,10,50,0.0130916098,#290A0A
37,24,24,50,0.0130916098,#251818
35,27,27,50,0.0130916098,#231B1B
35,25,25,50,0.0130916098,#231919
34,10,10,50,0.0130916098,#220A0A
34,8,8,50,0.0130916098,#220808
28,25,25,50,0.0130916098,#1C1919
26,5,5,50,0.0130916098,#1A0505
22,15,15,50,0.0130916098,#160F0F
41,25,25,49,0.0128297777,#291919
37,23,23,49,0.0128297777,#251717
37,18,18,49,0.0128297777,#251212
37,3,3,49,0.0128297777,#250303
37,1,1,49,0.0128297777,#250101
35,32,32,49,0.0128297777,#232020
35,14,14,49,0.0128297777,#230E0E
35,1,1,49,0.0128297777,#230101
34,4,4,49,0.0128297777,#220404
26,20,20,49,0.0128297777,#1A1414
26,7,7,49,0.0128297777,#1A0707
26,4,4,49,0.0128297777,#1A0404
41,38,38,48,0.0125679455,#292626
41,14,14,48,0.0125679455,#290E0E
37,35,35,48,0.0125679455,#252323
37,30,30,48,0.0125679455,#251E1E
37,28,28,48,0.0125679455,#251C1C
37,25,25,48,0.0125679455,#251919
37,21,21,48,0.0125679455,#251515
37,8,8,48,0.0125679455,#250808
37,5,5,48,0.0125679455,#250505
35,31,31,48,0.0125679455,#231F1F
35,29,29,48,0.0125679455,#231D1D
35,28,28,48,0.0125679455,#231C1C
35,24,24,48,0.0125679455,#231818
35,21,21,48,0.0125679455,#231515
35,20,20,48,0.0125679455,#231414
35,17,17,48,0.0125679455,#231111
35,6,6,48,0.0125679455,#230606
35,5,5,48,0.0125679455,#230505
35,4,4,48,0.0125679455,#230404
35,3,3,48,0.0125679455,#230303
31,6,6,48,0.0125679455,#1F0606
30,26,26,48,0.0125679455,#1E1A1A
27,25,25,48,0.0125679455,#1B1919
27,24,24,48,0.0125679455,#1B1818
27,23,23,48,0.0125679455,#1B1717
27,15,15,48,0.0125679455,#1B0F0F
27,14,14,48,0.0125679455,#1B0E0E
27,13,13,48,0.0125679455,#1B0D0D
27,10,10,48,0.0125679455,#1B0A0A
27,7,7,48,0.0125679455,#1B0707
27,5,5,48,0.0125679455,#1B0505
27,3,3,48,0.0125679455,#1B0303
27,2,2,48,0.0125679455,#1B0202
26,23,23,48,0.0125679455,#1A1717
26,22,22,48,0.0125679455,#1A1616
26,15,15,48,0.0125679455,#1A0F0F
26,14,14,48,0.0125679455,#1A0E0E
26,13,13,48,0.0125679455,#1A0D0D
26,12,12,48,0.0125679455,#1A0C0C
26,11,11,48,0.0125679455,#1A0B0B
26,10,10,48,0.0125679455,#1A0A0A
26,3,3,48,0.0125679455,#1A0303
26,2,2,48,0.0125679455,#1A0202
26,1,1,48,0.0125679455,#1A0101
12,12,12,48,0.0125679455,#0C0C0C
10,0,0,48,0.0125679455,#0A0000
46,6,6,47,0.0123061133,#2E0606
40,31,31,47,0.0123061133,#281F1F
39,30,30,47,0.0123061133,#271E1E
35,22,22,47,0.0123061133,#231616
35,9,9,47,0.0123061133,#230909
35,8,8,47,0.0123061133,#230808
35,7,7,47,0.0123061133,#230707
35,2,2,47,0.0123061133,#230202
34,25,25,47,0.0123061133,#221919
30,24,24,47,0.0123061133,#1E1818
30,22,22,47,0.0123061133,#1E1616
26,25,25,47,0.0123061133,#1A1919
28,1,1,47,0.0123061133,#1C0101
27,21,21,47,0.0123061133,#1B1515
27,18,18,47,0.0123061133,#1B1212
27,17,17,47,0.0123061133,#1B1111
27,16,16,47,0.0123061133,#1B1010
27,11,11,47,0.0123061133,#1B0B0B
26,17,17,47,0.0123061133,#1A1111
13,0,0,47,0.0123061133,#0D0000
11,11,11,47,0.0123061133,#0B0B0B
56,40,40,46,0.0120442811,#382828
46,33,33,46,0.0120442811,#2E2121
46,14,14,46,0.0120442811,#2E0E0E
45,37,37,46,0.0120442811,#2D2525
45,4,4,46,0.0120442811,#2D0404
41,40,40,46,0.0120442811,#292828
41,5,5,46,0.0120442811,#290505
40,32,32,46,0.0120442811,#282020
40,29,29,46,0.0120442811,#281D1D
40,7,7,46,0.0120442811,#280707
40,4,4,46,0.0120442811,#280404
40,3,3,46,0.0120442811,#280303
37,15,15,46,0.0120442811,#250F0F
35,33,33,46,0.0120442811,#232121
35,23,23,46,0.0120442811,#231717
35,15,15,46,0.0120442811,#230F0F
31,28,28,46,0.0120442811,#1F1C1C
31,19,19,46,0.0120442811,#1F1313
31,16,16,46,0.0120442811,#1F1010
30,7,7,46,0.0120442811,#1E0707
30,3,3,46,0.0120442811,#1E0303
27,26,26,46,0.0120442811,#1B1A1A
27,12,12,46,0.0120442811,#1B0C0C
13,13,13,46,0.0120442811,#0D0D0D
56,33,33,45,0.0117824489,#382121
51,16,16,45,0.0117824489,#331010
47,21,21,45,0.0117824489,#2F1515
46,43,43,45,0.0117824489,#2E2B2B
46,36,36,45,0.0117824489,#2E2424
46,25,25,45,0.0117824489,#2E1919
46,22,22,45,0.0117824489,#2E1616
46,21,21,45,0.0117824489,#2E1515
46,19,19,45,0.0117824489,#2E1313
46,17,17,45,0.0117824489,#2E1111
46,10,10,45,0.0117824489,#2E0A0A
46,3,3,45,0.0117824489,#2E0303
45,30,30,45,0.0117824489,#2D1E1E
45,19,19,45,0.0117824489,#2D1313
45,18,18,45,0.0117824489,#2D1212
45,14,14,45,0.0117824489,#2D0E0E
45,3,3,45,0.0117824489,#2D0303
41,13,13,45,0.0117824489,#290D0D
41,7,7,45,0.0117824489,#290707
41,2,2,45,0.0117824489,#290202
40,26,26,45,0.0117824489,#281A1A
40,20,20,45,0.0117824489,#281414
40,19,19,45,0.0117824489,#281313
40,6,6,45,0.0117824489,#280606
37,29,29,45,0.0117824489,#251D1D
37,19,19,45,0.0117824489,#251313
37,14,14,45,0.0117824489,#250E0E
37,12,12,45,0.0117824489,#250C0C
36,33,33,45,0.0117824489,#242121
36,26,26,45,0.0117824489,#241A1A
36,19,19,45,0.0117824489,#241313
36,12,12,45,0.0117824489,#240C0C
36,4,4,45,0.0117824489,#240404
35,30,30,45,0.0117824489,#231E1E
34,31,31,45,0.0117824489,#221F1F
34,30,30,45,0.0117824489,#221E1E
34,29,29,45,0.0117824489,#221D1D
34,28,28,45,0.0117824489,#221C1C
34,18,18,45,0.0117824489,#221212
34,17,17,45,0.0117824489,#221111
34,16,16,45,0.0117824489,#221010
34,15,15,45,0.0117824489,#220F0F
34,13,13,45,0.0117824489,#220D0D
34,7,7,45,0.0117824489,#220707
34,6,6,45,0.0117824489,#220606
34,5,5,45,0.0117824489,#220505
31,22,22,45,0.0117824489,#1F1616
31,10,10,45,0.0117824489,#1F0A0A
30,28,28,45,0.0117824489,#1E1C1C
30,17,17,45,0.0117824489,#1E1111
30,13,13,45,0.0117824489,#1E0D0D
30,9,9,45,0.0117824489,#1E0909
26,18,18,45,0.0117824489,#1A1212
19,19,19,45,0.0117824489,#131313
59,37,37,44,0.0115206167,#3B2525
51,42,42,44,0.0115206167,#332A2A
51,40,40,44,0.0115206167,#332828
51,27,27,44,0.0115206167,#331B1B
46,41,41,44,0.0115206167,#2E2929
46,35,35,44,0.0115206167,#2E2323
46,28,28,44,0.0115206167,#2E1C1C
46,27,27,44,0.0115206167,#2E1B1B
46,15,15,44,0.0115206167,#2E0F0F
45,32,32,44,0.0115206167,#2D2020
45,12,12,44,0.0115206167,#2D0C0C
41,36,36,44,0.0115206167,#292424
41,34,34,44,0.0115206167,#292222
41,28,28,44,0.0115206167,#291C1C
41,24,24,44,0.0115206167,#291818
41,9,9,44,0.0115206167,#290909
40,39,39,44,0.0115206167,#282727
38,24,24,44,0.0115206167,#261818
37,17,17,44,0.0115206167,#251111
37,6,6,44,0.0115206167,#250606
37,2,2,44,0.0115206167,#250202
36,30,30,44,0.0115206167,#241E1E
36,8,8,44,0.0115206167,#240808
31,13,13,44,0.0115206167,#1F0D0D
31,4,4,44,0.0115206167,#1F0404
30,5,5,44,0.0115206167,#1E0505
28,18,18,44,0.0115206167,#1C1212
27,9,9,44,0.0115206167,#1B0909
26,21,21,44,0.0115206167,#1A1515
56,46,46,43,0.0112587845,#382E2E
47,41,41,43,0.0112587845,#2F2929
46,38,38,43,0.0112587845,#2E2626
46,30,30,43,0.0112587845,#2E1E1E
46,12,12,43,0.0112587845,#2E0C0C
46,5,5,43,0.0112587845,#2E0505
45,38,38,43,0.0112587845,#2D2626
45,1,1,43,0.0112587845,#2D0101
41,37,37,43,0.0112587845,#292525
41,33,33,43,0.0112587845,#292121
41,31,31,43,0.0112587845,#291F1F
41,26,26,43,0.0112587845,#291A1A
41,23,23,43,0.0112587845,#291717
